Price,Bedrooms,Bathrooms,Garage,Furnished,Amenity_Annexe (Boys' quarters),Amenity_Garage,Amenity_Garden,Amenity_Generator,Amenity_Refrigerator,Amenity_Swimming pool,Amenity_Pets allowed,Amenity_Open car spaces,Amenity_Fans,Amenity_Water reservoir,Amenity_Microwave,Amenity_Internet,Amenity_Security service,Amenity_Secure parking,Amenity_Washing machine,Amenity_Air conditioning,Amenity_Cooker,Amenity_Dstv,Amenity_Roof terrace,LogPrice,comfortFeatures,utilityFeatures,connectivityFeatures,luxuryFeatures,exSpace
38674.0,4,4,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,10.562922818610538,3,2,0,2,0
30940.0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.339805124127057,0,0,0,0,0
21317.0,3,3,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,9.967260155433195,6,3,1,1,0
46409.0,4,4,3,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,10.745248684922709,5,2,0,0,0
54144.0,4,4,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,10.899402442965895,5,3,0,1,1
54144.0,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,10.899402442965895,4,0,0,0,1
46409.0,5,5,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,10.745248684922709,3,2,0,2,0
54144.0,4,4,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,10.899402442965895,4,3,0,0,1
21350.0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9.96880701865677,2,0,0,0,1
46409.0,5,5,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,10.745248684922709,3,2,0,2,0
30940.0,4,4,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.339805124127057,1,3,0,1,1
61879.0,4,4,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11.032936144246145,1,3,0,1,0
54144.0,5,5,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,10.899402442965895,3,1,0,2,0
38674.0,4,5,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,10.562922818610538,4,2,0,1,1
92819.0,8,4,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,11.438406639196947,2,2,0,1,1
43315.0,5,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.67625427432424,2,1,0,1,0
46409.0,5,5,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,10.745248684922709,4,2,2,0,0
61879.0,5,5,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,11.032936144246145,6,4,2,2,1
61879.0,4,4,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11.032936144246145,1,2,0,1,0
26299.0,4,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,10.177286194629282,2,1,0,0,1
46409.0,4,4,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,10.745248684922709,6,4,1,1,1
54144.0,4,4,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,10.899402442965895,4,2,2,0,0
23205.0,3,3,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,10.052123051675276,4,2,0,0,1
54144.0,4,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.899402442965895,1,1,0,0,1
46409.0,5,5,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,10.745248684922709,6,3,0,1,1
23245.0,4,4,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,10.053845334124684,5,2,0,2,1
43315.0,4,4,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,10.67625427432424,5,4,1,1,1
46409.0,4,3,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.745248684922709,1,2,0,1,0
61879.0,4,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11.032936144246145,1,1,0,1,0
61879.0,5,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,11.032936144246145,2,3,0,1,0
49503.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.809788552780915,0,0,0,0,0
46409.0,4,4,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,10.745248684922709,5,1,0,2,0
15470.0,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9.646657943567112,1,3,0,0,0
46409.0,4,4,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,10.745248684922709,6,2,0,1,1
23205.0,2,2,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,10.052123051675276,4,4,2,1,0
28588.0,3,3,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,10.26074232833987,5,3,2,1,0
15470.0,2,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,9.646657943567112,1,4,0,0,0
27846.0,2,2,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,10.23444460846923,5,4,0,2,0
23205.0,2,2,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,10.052123051675276,5,3,2,0,0
18704.0,2,2,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,9.83649268371185,5,3,1,1,0
29393.0,3,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,10.288511829739507,4,3,0,1,0
23205.0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,10.052123051675276,6,3,1,1,0
38674.0,3,3,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,10.562922818610538,6,3,0,2,0
13923.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9.541297427909285,2,0,0,0,0
35580.0,3,3,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,10.479538961219825,4,2,0,1,0
24752.0,2,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,10.116661572812847,4,3,0,1,0
26299.0,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,10.177286194629282,3,2,0,2,0
29000.0,3,3,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,10.275051108968611,6,2,2,2,0
30940.0,3,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,10.339805124127057,2,4,0,1,0
38674.0,3,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.562922818610538,1,3,0,0,0
27846.0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,10.23444460846923,2,3,0,0,0
24752.0,3,4,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,10.116661572812847,3,2,2,0,0
38674.0,2,3,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,10.562922818610538,5,3,1,1,0
30940.0,2,2,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,10.339805124127057,4,2,2,0,0
18564.0,3,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,9.828979500361067,5,1,0,1,0
46409.0,3,3,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,10.745248684922709,6,3,1,3,0
43315.0,5,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.67625427432424,2,1,0,1,0
23205.0,3,4,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,10.052123051675276,3,2,2,0,0
21658.0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9.983130180188324,1,2,0,0,0
3867.0,2,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,8.260234291607297,5,3,2,1,0
38674.0,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.562922818610538,1,2,0,0,0
13923.0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9.541297427909285,1,2,0,0,0
18564.0,4,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,9.828979500361067,2,3,0,0,0
30940.0,3,3,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,10.339805124127057,6,3,0,1,0
21658.0,2,3,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,9.983130180188324,3,2,2,0,0
61879.0,3,3,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,11.032936144246145,5,2,0,0,0
23205.0,2,2,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,10.052123051675276,3,1,2,0,0
5414.0,3,3,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,8.596743470174246,4,3,1,1,0
23205.0,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.052123051675276,1,2,0,0,0
40361.0,3,4,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,10.605619251167537,4,3,0,1,0
23205.0,2,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,10.052123051675276,1,3,2,1,0
23205.0,2,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.052123051675276,1,3,0,0,0
2320.0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,7.749322464660356,5,3,2,1,0
46409.0,3,4,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,10.745248684922709,6,3,2,0,0
25216.0,2,3,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,10.135233992657605,5,3,2,1,0
23205.0,3,3,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,10.052123051675276,2,4,0,2,0
30940.0,2,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.339805124127057,1,2,0,0,0
35317.0,3,3,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,10.47211971339814,1,3,2,1,0
30940.0,2,2,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,10.339805124127057,4,3,2,0,0
23205.0,3,3,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,10.052123051675276,3,2,0,2,0
15470.0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,9.646657943567112,2,3,0,0,0
23205.0,2,2,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,10.052123051675276,4,2,2,0,0
47074.0,2,2,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,10.759476110601902,1,3,2,1,0
46409.0,6,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10.745248684922709,2,2,0,0,0
38674.0,3,3,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,10.562922818610538,5,2,2,0,0
38674.0,3,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,10.562922818610538,2,2,0,0,0
30274.0,3,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,10.31804453732251,1,3,2,1,0
38674.0,3,3,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,10.562922818610538,5,3,1,1,0
20111.0,2,2,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,9.909022208034603,6,3,0,0,0
18564.0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,9.828979500361067,3,1,0,0,0
27846.0,3,3,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,10.23444460846923,3,4,0,1,0
15470.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.646657943567112,1,1,0,0,0
46409.0,3,3,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,10.745248684922709,4,3,2,1,0
25216.0,2,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,10.135233992657605,1,3,2,1,0
15470.0,4,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,9.646657943567112,4,2,0,0,0
46409.0,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.745248684922709,1,1,0,0,0
38674.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10.562922818610538,2,0,0,0,1
61879.0,5,5,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,11.032936144246145,3,3,0,1,1
54144.0,6,5,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10.899402442965895,3,1,0,1,1
69614.0,5,5,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,11.150720975519965,6,4,1,1,1
26000.0,4,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,10.165851817003619,4,1,0,1,0
46409.0,5,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,10.745248684922709,2,2,0,0,1
54144.0,7,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.899402442965895,1,1,0,0,1
14449.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,9.57838048699361,3,0,0,0,0
38674.0,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,10.562922818610538,3,1,0,0,1
38674.0,5,4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,10.562922818610538,5,0,0,0,0
46409.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.745248684922709,0,0,0,0,0
38674.0,4,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,10.562922818610538,4,1,0,0,1
35000.0,5,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,10.46310334047155,5,0,0,0,1
61879.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.032936144246145,0,0,0,0,0
26000.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10.165851817003619,2,0,0,0,1
38674.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,10.562922818610538,3,0,0,0,1
27523.0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,10.22277729773385,3,1,0,0,0
54144.0,4,4,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,10.899402442965895,6,2,0,2,1
54144.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,10.899402442965895,3,0,0,0,1
54144.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,10.899402442965895,3,0,0,0,0
18626.0,5,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,9.832313733081604,5,0,0,0,1
54144.0,3,3,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,10.899402442965895,2,1,0,2,1
34033.0,2,2,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,10.435085921117388,5,4,0,2,0
30940.0,3,2,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,10.339805124127057,5,3,2,0,0
38674.0,2,3,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,10.562922818610538,5,3,2,1,0
69614.0,5,3,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,11.150720975519965,3,2,1,3,0
27846.0,3,3,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,10.23444460846923,4,3,1,1,0
30940.0,2,2,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,10.339805124127057,5,4,1,1,0
18564.0,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,9.828979500361067,2,2,1,0,0
30940.0,3,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.339805124127057,1,3,0,0,0
46409.0,6,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10.745248684922709,2,2,0,0,0
35580.0,3,2,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,10.479538961219825,4,2,2,0,0
46409.0,3,3,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,10.745248684922709,5,3,2,1,0
38674.0,3,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,10.562922818610538,1,3,2,1,0
21760.0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,9.987828700969878,5,3,2,1,0
46409.0,4,4,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,10.745248684922709,6,1,0,0,0
69614.0,4,4,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,11.150720975519965,6,4,1,2,0
23205.0,4,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,10.052123051675276,3,3,0,0,0
38674.0,3,3,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,10.562922818610538,6,3,1,2,1
54144.0,3,3,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,10.899402442965895,4,0,0,1,1
40221.0,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,10.60214452626967,4,1,0,0,0
32200.0,3,3,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,10.3797217315325,5,3,1,2,0
47074.0,3,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,10.759476110601902,1,3,2,1,0
33631.0,2,2,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,10.423203539647567,1,3,2,1,0
54144.0,4,4,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,10.899402442965895,6,3,0,0,0
54144.0,3,3,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,10.899402442965895,3,2,2,1,0
46409.0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,10.745248684922709,2,1,0,0,0
30940.0,3,3,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,10.339805124127057,6,3,0,0,1
46409.0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10.745248684922709,2,0,0,1,0
38674.0,4,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,10.562922818610538,6,0,0,0,0
38674.0,3,4,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,10.562922818610538,6,3,2,2,1
38674.0,4,4,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,10.562922818610538,6,3,0,0,0
38674.0,3,4,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,10.562922818610538,5,4,0,2,1
46409.0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.745248684922709,1,1,0,0,0
38674.0,3,3,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,10.562922818610538,6,3,0,1,0
54144.0,5,5,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,10.899402442965895,5,3,2,1,0
30940.0,4,4,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,10.339805124127057,4,3,1,1,0
31945.0,2,2,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,10.371770953036444,1,3,2,1,0
38674.0,4,4,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.562922818610538,1,2,0,1,1
23205.0,4,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10.052123051675276,2,2,0,0,1
69614.0,4,4,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,11.150720975519965,6,4,1,1,0
38674.0,4,4,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,10.562922818610538,4,2,0,1,1
46409.0,6,7,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,10.745248684922709,6,2,0,1,1
30940.0,4,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10.339805124127057,2,2,0,1,0
30940.0,4,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10.339805124127057,2,2,0,1,0
38674.0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.562922818610538,0,1,0,0,0
20111.0,4,5,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,9.909022208034603,2,2,0,1,1
30940.0,3,4,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,10.339805124127057,6,3,1,1,1
7500.0,2,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,8.922658299524402,3,2,0,0,0
11602.0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,9.358932776026009,2,2,2,0,0
54144.0,5,6,4,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,10.899402442965895,6,2,2,1,1
20000.0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,9.903487552536127,0,3,2,2,0
23205.0,3,2,2,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,10.052123051675276,6,3,2,0,0
38674.0,3,3,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,10.562922818610538,5,4,2,0,0
30000.0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,10.308952660644293,5,4,2,0,0
61879.0,4,5,4,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,11.032936144246145,6,3,1,0,1
51500.0,4,5,2,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,10.849337086651827,5,1,2,3,1
46409.0,2,3,2,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,10.745248684922709,5,3,1,2,0
64973.0,4,5,2,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,11.081727077966303,5,4,2,2,1
46409.0,1,2,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,10.745248684922709,5,4,2,2,0
43315.0,2,3,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,10.67625427432424,5,3,2,2,0
54144.0,4,5,3,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,10.899402442965895,0,2,2,2,1
29393.0,1,2,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,10.288511829739507,5,4,2,3,0
11602.0,4,5,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,9.358932776026009,2,1,2,0,0
43750.0,2,2,2,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,10.68624689178576,4,3,2,3,0
123758.0,3,4,2,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,11.72608332480609,5,3,2,3,0
61879.0,4,5,4,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,11.032936144246145,4,3,2,0,1
61879.0,4,5,4,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,11.032936144246145,6,3,2,1,1
27846.0,2,2,2,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,10.23444460846923,5,4,2,3,0
46409.0,2,2,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,10.745248684922709,5,3,2,1,0
8000.0,3,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,8.987196820661973,4,2,1,0,0
23205.0,3,4,3,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,10.052123051675276,5,2,2,0,0
37127.0,2,3,2,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,10.522099746707825,6,3,2,1,0
49503.0,2,3,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,10.809788552780915,6,3,2,2,0
35000.0,4,5,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,10.46310334047155,5,0,2,1,1
38674.0,2,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,10.562922818610538,5,1,2,1,0
46409.0,3,4,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,10.745248684922709,5,3,1,0,1
46409.0,3,4,2,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,10.745248684922709,5,3,2,2,0
26299.0,3,2,2,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,10.177286194629282,4,3,2,2,0
38700.0,3,3,2,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,10.563594879017874,4,2,1,1,0
34033.0,2,3,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,10.435085921117388,5,3,2,1,0
27846.0,3,4,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,10.23444460846923,5,3,1,1,0
